"SEARCH_TEXT","START_DATE","END_DATE","CONTENT_HEADLINE","CONTENT_URL","PUBLISH_DATE","SNIPPET_TEXT","CONTENT_HEADER_SNIPPET","PAGE_NUMBER","PAGE_URL"
"infosys+stock+news","01/12/2013","31/12/2014","Infosys Ltd. (INFY) Stock Updates and News - Fortune","http://fortune.com/company/infy/","Jun 5, 2014","Chart Options. INFY. 21. Nov 22. Nov 23. Nov 12:00pm 13.75 14 14.25 21. ... Infosys Ltd provides end-to-end business solutions, including consulting, design, ...","fortune.com/company/infy/","2","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=2o6&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=izhBWPW-Nsn4vATq3aaIAg&start=10&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","Graphic: How Infosys stock moved since NR Narayana Murthy's return ...","http://www.firstpost.com/business/data-business/graphic-how-infosys-stock-moved-since-nr-narayana-murthys-return-1972883.html","May 29, 2014","While the Infosys stock has risen 16.15 percent since June 2013, competitors like Tata Consultancy Services whose stock price rose 46.82 per cent growth in the ...","www.firstpost.com › Latest News › Data  News","2","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=2o6&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=izhBWPW-Nsn4vATq3aaIAg&start=10&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","INFY Share Price,INFY Technical Charts,INFY Stock Price, INFY End ...","http://www.traderscockpit.com/AnalysisView?action=symbolAnalysis&symbolFilter=INFY","Dec 6, 2014","Find all about INFY. ... Cash Price (22/11/2016 03:54:56) ... INFY's End of Day Stock Analysis; INFY's RealTime & IntraDay Technical Analysis. Real Time Tick; 5 ...","www.traderscockpit.com/AnalysisView?action=symbolAnalysis&symbolFilter=INFY","2","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=2o6&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=izhBWPW-Nsn4vATq3aaIAg&start=10&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","Infosys Share Technical Analysis (INFY) - Investing.com India","http://in.investing.com/equities/infosy-tech-technical","Mar 31, 2014","Examine the latest technical analysis for the Infosys Limited Share. ... this comment to: as per the recent trend and chart, INFY can be seen below 1000. Reply.","in.investing.com/equities/infosy-tech-technical","2","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=2o6&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=izhBWPW-Nsn4vATq3aaIAg&start=10&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","CHAPTER 6: The Stock Markets - Zerodha Varsity","http://zerodha.com/varsity/chapter/the-stock-markets/","Oct 14, 2014","As a result, the stock price dropped to Rs.3,000 all the way from Rs.3,500. Whenever there are new reports regarding Infosys management change, the stock ...","zerodha.com/varsity/chapter/the-stock-markets/","2","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=2o6&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=izhBWPW-Nsn4vATq3aaIAg&start=10&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","HCL INFOSYS Share Price Live Today | Stock Price History, News ...","http://www.marketonmobile.com/companies/hcl-infosys/500179","Feb 1, 2014","Get today's HCL INFOSYS share price details and quotes live along with historic price charts. Get HCL INFOSYS detailed report in terms of 52 Week High / Low, ...","www.marketonmobile.com/companies/hcl-infosys/500179","2","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=2o6&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=izhBWPW-Nsn4vATq3aaIAg&start=10&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","Infosys shares turn ex-bonus today | Business Line","http://www.thehindubusinessline.com/markets/stock-markets/infosys-shares-turn-exbonus/article6652190.ece","Dec 1, 2014","Shares of Infosys will turn ex-bonus on Tuesday at the bourses. ... The IT major is rewarding its shareholders with a 1:1 bonus shares (one share for every one share held). ... (This article was published on December 1, 2014). Related. NEWS ...","www.thehindubusinessline.com/markets/stock.../infosys-shares.../article6652190.ece","3","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=p9l&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=kThBWIiMJMzyvATA9KPoBg&start=20&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","INFY Stock Quote, Charts, Technical Alerts, Fundamental Alerts for ...","http://finthings.com/INFY","Nov 27, 2014","It covers technical analysis, technical charts, trading alerts, trade alerts, stock ... News. Price Details. Fundamentals. Indicators. Moving Averages. Security ...","finthings.com/INFY","3","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=p9l&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=kThBWIiMJMzyvATA9KPoBg&start=20&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","Murthy effect on Infosys stock; Up 40% in 6 months; Solid Q3FY2014 ...","http://mohdaslam.com/murthy-infy/","Jan 12, 2014","How does a great leader like Narayana Murthy of Infosys effect the stock price and perception? Infosys announced Q3FY14 results, Profit of Rs 2,875 crore and ...","mohdaslam.com/murthy-infy/","3","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=p9l&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=kThBWIiMJMzyvATA9KPoBg&start=20&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","Infosys Book Value (Per Share) (INFY) - YCharts","https://ycharts.com/companies/INFY/book_value_of_equity_per_share","Jan 14, 2014","Infosys has a Book Value (Per Share) of 4.243. Infosys Book Value (Per Share) (INFY) charts, historical data, comparisons and more. ... View Full Chart ...","https://ycharts.com/companies/INFY/book_value_of_equity_per_share","3","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=p9l&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=kThBWIiMJMzyvATA9KPoBg&start=20&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","Infosys results surprises vex analysts, draw options traders - Livemint","http://www.livemint.com/Companies/7Y2s5qXrCvG9iD0iIPinGI/Why-Infosys-worlds-mostanalyzed-stock-keeps-surprising-as.html","Oct 9, 2014","Infosys is the most-actively traded company in India's options market, where contracts become more valuable as share-price swings grow. Photo: Hemant ...","www.livemint.com › Companies › Management","3","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=p9l&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=kThBWIiMJMzyvATA9KPoBg&start=20&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","Despite top-level exits, Infosys stock up 50 per cent since Murthy return","http://www.deccanchronicle.com/131225/news-businesstech/article/despite-top-level-exits-infosys-stock-50-cent-murthy-return","Dec 26, 2013","Despite 8 high-level exits, Infosys shares retain a gain of 50% since return of Murthy. ... Nation, In Other News. Despite top-level exits, Infosys stock up 50 per cent since Murthy return. PTI. Published Dec 26, 2013, 1:39 am IST. Updated Jan 20 ...","www.deccanchronicle.com/.../news.../despite-top-level-exits-infosys-stock-50-cent-m...","3","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=p9l&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=kThBWIiMJMzyvATA9KPoBg&start=20&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","Former Infosys officers call for $1.8 billion buyback | Reuters","http://in.reuters.com/article/infosys-director-buyback-idINKBN0G609W20140806","Aug 6, 2014","Employees of software company Infosys walk past Infosys logos at their campus ... a share, which is a premium of 9.6 percent over the company's closing price of ...","in.reuters.com/article/infosys-director-buyback-idINKBN0G609W20140806","3","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=p9l&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=kThBWIiMJMzyvATA9KPoBg&start=20&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","INFY - Stock quote for Infosys Ltd - MSN Money - MSN.com","https://www.msn.com/en-us/money/stockdetails/fi-126.1.INFY.NYS","Oct 10, 2014","View the latest INFY stock quote and chart on MSN Money. Dive deeper with interactive charts and top stories of Infosys Ltd.","https://www.msn.com/en-us/money/stockdetails/fi-126.1.INFY.NYS","3","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=p9l&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=kThBWIiMJMzyvATA9KPoBg&start=20&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","Infosys CEO: Don't worry about founders' stock sale - CNBC.com","http://www.cnbc.com/2014/12/09/infosys-ceo-dont-worry-about-founders-stock-sale.html","Dec 9, 2014","Investors should not be alarmed by a large stock dump from Infosys founders, ... Global Business and Financial News, Stock Quotes, and Market Data and ...","www.cnbc.com/2014/12/09/infosys-ceo-dont-worry-about-founders-stock-sale.html","3","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=p9l&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=kThBWIiMJMzyvATA9KPoBg&start=20&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","BSE Sensex, NSE Nifty post worst drop in nearly 8 wks; Infosys share ...","http://www.financialexpress.com/markets/indian-markets/bse-sensex-shares-plunge-over-1-pct-infosys-share-price-slumps/16898/","Dec 8, 2014","BSE Sensex posted their biggest fall in 7-1/2 weeks as IT services exporter Infosys Ltd share price...","www.financialexpress.com › Market","3","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=p9l&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=kThBWIiMJMzyvATA9KPoBg&start=20&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","Infosys Q1 net up 21.6%; attrition rate at 19.5% | business | Hindustan ...","http://www.hindustantimes.com/business/infosys-q1-net-up-21-6-attrition-rate-at-19-5/story-awRLmwGDJgX7egZvkwos6N.html","Jul 11, 2014","Infosys stock price was up in the morning trade on better than expected results ... Infosys' attrition rate is significantly high at 19.5% as 10,627 employees left the ...","www.hindustantimes.com/.../infosys.../story-awRLmwGDJgX7egZvkwos6N.html","4","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=gUR&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=mzhBWJrIDcTkvATpu5CgDw&start=30&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","Why Infosys (INFY) Stock Is Down Today - TheStreet","https://www.thestreet.com/story/12699093/1/why-infosys-infy-stock-is-down-today.html","May 7, 2014","Infosys (INFY) shares are falling after being downgraded to 'sell' by analysts at UBS ... levels, solid stock price performance and growth in earnings per share.","https://www.thestreet.com/story/.../1/why-infosys-infy-stock-is-down-today.html","4","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=gUR&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=mzhBWJrIDcTkvATpu5CgDw&start=30&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","How P/E Ratio helps you to invest in best stocks? | Myinvestmentideas ...","http://myinvestmentideas.com/2014/05/how-pe-ratio-helps-you-to-invest-in-best-stocks/","May 16, 2014","Infosys share price as of 7th May, 2014 is Rs 3,065. Its EPS for Q4-FY2013-14 is Rs 50. Trailing EPS for 12 months would be Rs 200; P/E Ratio = Share price / ...","myinvestmentideas.com › Stocks","4","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=gUR&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=mzhBWJrIDcTkvATpu5CgDw&start=30&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","Graphic: Infosys 10-year stock move - Sify.com","http://www.sify.com/finance/graphic-infosys-10-year-stock-move-imagegallery-others-lbnkikdhgicsi.html","Jun 18, 2014","Home · Samachar · News · Finance · SPORTS · Movies · Bawarchi · Astrology · Videos · Gold rates; more. DUBAI GOLD RATES · RUPEE · Jobs · Health · Antzill ...","www.sify.com › Finance › Imagegallery › Others","4","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=gUR&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=mzhBWJrIDcTkvATpu5CgDw&start=30&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","Infosys Co-Founders Sell About $1 Billion of Stock - Bloomberg","https://www.bloomberg.com/news/articles/2014-12-08/infosys-founders-said-to-sell-about-1-billion-of-stock","Dec 8, 2014","The families of four co-founders of Infosys Ltd. sold about 65 billion rupees ($1 billion) of stock to capitalize on a gain in their price and to fund philanthropy.","https://www.bloomberg.com/news/.../infosys-founders-said-to-sell-about-1-billion-of-...","4","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=gUR&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=mzhBWJrIDcTkvATpu5CgDw&start=30&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","Forbes India Magazine - TCS vs Infosys: How the IT Big Guns Will Fare","http://www.forbesindia.com/article/investment-guide-2014/tcs-vs-infosys-how-the-it-big-guns-will-fare/36921/1","Jan 20, 2014","TCS and Infosys were under constant media glare, albeit for different reasons. ... Its share price grew from Rs 250 in January 2009, when the world was still ...","www.forbesindia.com › Special Report › Investment Guide 2014","4","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=gUR&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=mzhBWJrIDcTkvATpu5CgDw&start=30&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","Mohandas Pai, Balakrishnan ask Infosys to buy back shares worth Rs ...","http://www.news18.com/news/business/mohandas-pai-balakrishnan-ask-infosys-to-buy-back-shares-worth-rs-11000-cr-706270.html","Aug 6, 2014","The trio want the buyback at the 52-week high price of Rs 3,850 per share. They also want Infosys announcing an ongoing buyback programme to the extent of ...","www.news18.com/news/.../mohandas-pai-balakrishnan-ask-infosys-to-buy-back-share...","4","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=gUR&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=mzhBWJrIDcTkvATpu5CgDw&start=30&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","Infosys investors lose faith in Narayana Murthy 2.0 | Gadgets Now","http://www.gadgetsnow.com/tech-news/Infosys-investors-lose-faith-in-Narayana-Murthy-2-0/articleshow/35919583.cms?","Jun 2, 2014","Infosys is battling an unprecedented exodus of senior executives. ... In the last three to four months, the company's stock price has dropped from the Rs 3,500 ...","www.gadgetsnow.com › Gadgets Now › News › Tech News","4","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=gUR&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=mzhBWJrIDcTkvATpu5CgDw&start=30&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","What's with Infosys financials & high employee attrition?","http://www.blog.sanasecurities.com/infosys-financials-high-employee-attrition/","May 30, 2014","However, I am fascinated at the way Infosys has been handling news flow and price sensitive information. Below I have the share price chart of Infosys for over 2 ...","www.blog.sanasecurities.com › Shares","4","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=gUR&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=mzhBWJrIDcTkvATpu5CgDw&start=30&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","HCL Infosystems Limited Share Price Target - HCL-INSYS NSE INDIA ...","http://www.bazaartrend.com/nse-india/hcl-insys-share-price","May 15, 2014","HCL Infosystems Limited Share/Stock Price - HCL-INSYS NSE INDIA Technical Analysis, Target, Important Levels, Latest News, Interactive Charts.","www.bazaartrend.com/nse-india/hcl-insys-share-price","4","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=gUR&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=mzhBWJrIDcTkvATpu5CgDw&start=30&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","Infosys PEG Ratio, INFY Stock PEG Chart History - Stock Traders Daily","http://www.stocktradersdaily.com/stockchart/INFY/peg-ratio","Dec 18, 2014","Infosys PEG Ratio and Chart History - Get free financial information for INFY Stock with Stock Traders Daily.","www.stocktradersdaily.com/stockchart/INFY/peg-ratio","5","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=Qp6&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=ozhBWNaTC4PgvgTrhZSoAg&start=40&sa=N"
"infosys+stock+news","01/12/2013","31/12/2014","Chart: Infosys On Result Days Moves Like Crazy | Capital Mind","http://capitalmind.in/2014/01/chart-infosys-on-result-days-moves-like-crazy/","Jan 9, 2014","Infosys will declare results tomorrow and usually, for the stock, it is one wild day. Look at the moves in the last few years: image. There is no correlation of a move ...","capitalmind.in/2014/01/chart-infosys-on-result-days-moves-like-crazy/","5","https://www.google.co.in//search?q=infosys+stock+news&client=ubuntu&hs=Qp6&channel=fs&biw=1095&bih=915&noj=1&tbs=cdr:1,cd_min:01/12/2013,cd_max:31/12/2014&ei=ozhBWNaTC4PgvgTrhZSoAg&start=40&sa=N"
